occurrenceStatus,species,country,locality,year,month,day
PRESENT,Goura cristata,Unknown,Unknown,0,0,0
PRESENT,Goura cristata,Unknown,Unknown,0,0,0
PRESENT,Goura cristata,Unknown,Unknown,0,0,0
PRESENT,Goura cristata,Unknown,Unknown,0,0,0
PRESENT,Goura cristata,Unknown,Unknown,0,0,0
PRESENT,Goura cristata,Papua New Guinea,Papua New Guinea,0,0,0
PRESENT,Goura cristata,Indonesia,"Raja Ampat Inseln, Waigeo",1884,3,1
PRESENT,Goura cristata,Indonesia,Indonesia,0,0,0
PRESENT,Goura cristata,unknown or invalid,unknown or invalid,0,0,0
PRESENT,Goura cristata,unknown or invalid,"WOWEJ; SAUSAPOR, VOGELKOP",0,0,0
PRESENT,Pitta sordida,India,Andaman and Nicobar,0,0,0
PRESENT,Pitta sordida,India,Andaman Islands,0,0,0
PRESENT,Pitta sordida,Laos,Laos,0,0,0
PRESENT,Pitta sordida,Singapore,Singapore Botanical Gardens,2010,2,14
PRESENT,Pitta sordida,Lao People’s Democratic Republic,Laos,0,0,0
PRESENT,Pitta sordida,Philippines,Balabac,0,0,0
PRESENT,Pitta sordida,Philippines,Luzon,0,0,0
PRESENT,Pitta sordida,Philippines,Laganilang,0,0,0
PRESENT,Pitta sordida,Philippines,"Mindanao, Davao",1889,7,24
PRESENT,Pitta sordida,Nepal,UTM50_45R_0200_3050,2013,9,25
PRESENT,Pitta sordida,Singapore,Singapore Botanical Gardens,2010,2,13
PRESENT,Pitta sordida,Philippines,"Bo. Lipso, Puerto Princesa",1965,2,28
PRESENT,Pitta sordida,Philippines,Resthouse Masisiat,0,0,0
PRESENT,Pitta sordida,Philippines,Resthouse Masisisat,0,0,0
PRESENT,Pitta sordida,Philippines,Puerta Princesa,1887,11,14
PRESENT,Pitta sordida,Philippines,Laganilang,0,0,0
PRESENT,Pitta sordida,Philippines,"Bo. Lipso, Puerto Princesa",0,0,0
PRESENT,Pitta sordida,Philippines,"Bo. Lipso, Puerto Princesa",0,0,0
PRESENT,Pitta sordida,Philippines,Resthouse Masisisat,0,0,0
PRESENT,Pitta sordida,Philippines,Resthouse Masisiat,0,0,0
PRESENT,Hystrix africaeaustralis,South Africa,South Africa - Limpopo,2008,9,21
PRESENT,Hystrix africaeaustralis,Namibia,Namibia - Erongo,2007,12,11
PRESENT,Hystrix africaeaustralis,Namibia,Namibia - Erongo,2017,7,29
PRESENT,Hystrix africaeaustralis,Namibia,Namibia - Erongo,2017,7,29
PRESENT,Hystrix africaeaustralis,Namibia,Namibia - Kunene,2018,7,24
PRESENT,Hystrix africaeaustralis,Namibia,Namibia - Erongo,2017,7,29
PRESENT,Hystrix africaeaustralis,South Africa,South Africa - Limpopo,2008,11,12
PRESENT,Hystrix africaeaustralis,South Africa,South Africa - Kruger National Park,2015,2,24
PRESENT,Hystrix africaeaustralis,Namibia,Namibia,0,0,0
PRESENT,Hystrix africaeaustralis,Namibia,Namibia,0,0,0
PRESENT,Hystrix africaeaustralis,Namibia,Namibia - Etosha NP,2008,3,13
PRESENT,Hystrix africaeaustralis,South Africa,South Africa - Kimberley,2012,4,30
PRESENT,Hystrix africaeaustralis,South Africa,South Africa - Noord-Kaap,2016,10,6
PRESENT,Hystrix africaeaustralis,South Africa,South Africa - Kruger National Park,2012,12,11
PRESENT,Hystrix africaeaustralis,Namibia,Namibia - Kunene,2016,7,14
PRESENT,Hystrix africaeaustralis,Namibia,Namibia - Etosha NP - Namutoni Camp,2016,7,14
PRESENT,Hystrix africaeaustralis,Namibia,Namibia - Kunene,2018,11,5
PRESENT,Hystrix africaeaustralis,Unknown,Unknown,0,0,0
PRESENT,Hystrix africaeaustralis,Namibia,Kavita Lion Lodge,2011,10,16
PRESENT,Hystrix africaeaustralis,Namibia,"Omandumba-Farm, Erongo Gebirge",2011,9,2
PRESENT,Erethizon dorsatus,United States of America,United States of America,1973,6,21
PRESENT,Erethizon dorsatus,United States of America,United States of America,1978,7,13
PRESENT,Erethizon dorsatus,Unknown,Unknown,0,0,0
PRESENT,Erethizon dorsatus,United States of America,United States of America,1972,8,4
PRESENT,Erethizon dorsatus,United States of America,10 KM E,1978,7,13
PRESENT,Erethizon dorsatus,United States of America,United States of America,1978,7,13
PRESENT,Erethizon dorsatus,United States of America,United States of America,1978,7,13
PRESENT,Erethizon dorsatus,United States of America,United States of America,1978,7,13
PRESENT,Erethizon dorsatus,United States of America,United States - Iron (UT),2017,3,21
PRESENT,Erethizon dorsatus,Canada,Canada - Forillon National Park of Canada,2011,9,28
PRESENT,Erethizon dorsatus,Canada,Canada,0,0,0
PRESENT,Erethizon dorsatus,Unknown,Unknown,0,0,0
PRESENT,Coendou prehensilis,Colombia,No aplica,0,0,0
PRESENT,Coendou prehensilis,Unknown,Unknown,0,0,0
PRESENT,Coendou prehensilis,Unknown,Unknown,2012,3,12
PRESENT,Coendou prehensilis,Suriname,Suriname - Commewijne,2019,11,24
PRESENT,Coendou prehensilis,Argentina,SALTA,0,0,0
PRESENT,Coendou prehensilis,Argentina,Lipeo,0,0,0
PRESENT,Coendou prehensilis,Colombia,Colombia,2019,5,6
PRESENT,Coendou prehensilis,Suriname,Suriname - Brownsberg NP,2017,12,9
PRESENT,Coendou prehensilis,Ecuador,Ecuador,1966,2,18
PRESENT,Coendou prehensilis,Unknown,Unknown,0,0,0
PRESENT,Coendou prehensilis,Unknown,Unknown,0,0,0
PRESENT,Coendou prehensilis,Brazil,"Matto Grosso, Chapada",1883,8,0
PRESENT,Coendou prehensilis,Unknown,Unknown,0,0,0
PRESENT,Coendou prehensilis,Argentina,MISIONES,0,0,0
PRESENT,Coendou prehensilis,French Guiana,French Guiana,2010,6,5
PRESENT,Coendou prehensilis,Argentina,SALTA,0,0,0
PRESENT,Coendou prehensilis,Brazil,Porto Jofre und angrenzender Rio Cuiaba,2013,9,15
PRESENT,Coendou prehensilis,Unknown,Unknown,0,0,0
PRESENT,Coendou prehensilis,Suriname,Suriname,0,0,0
PRESENT,Coendou prehensilis,Suriname,Suriname,0,0,0
PRESENT,Pudu puda,Chile,Chile,0,0,0
PRESENT,Pudu puda,Chile,Chile - Chiloé,2020,3,6
PRESENT,Pudu puda,Chile,Chile - Los Ríos,2016,11,12
PRESENT,Pudu puda,Chile,Chile - Chiloé,2019,9,23
PRESENT,Pudu puda,Chile,Chile - Chiloé,2020,1,30
PRESENT,Pudu puda,Chile,Chile - Chiloé,2020,1,30
PRESENT,Pudu puda,United States of America,Detroit Zoo,0,0,0
PRESENT,Pudu puda,Chile,Chile,0,0,0
PRESENT,Pudu puda,Oklahoma City Zoological Park,Oklahoma City Zoological Park,2017,3,10
PRESENT,Pudu puda,Oklahoma City Zoological Park,Oklahoma City Zoological Park,2017,3,10
PRESENT,Pudu puda,Chile,Chile,0,0,0
PRESENT,Pudu puda,Chile,Chile,0,0,0
PRESENT,Pudu puda,Antarctica,Antarctica,0,0,0
PRESENT,Pudu puda,Chile,Chile - Chiloé,2020,1,31
PRESENT,Pudu puda,Chile,Chile - Chiloé,2020,1,28
PRESENT,Pudu puda,Chile,Chile - Chiloé,2020,1,29
PRESENT,Pudu puda,Chile,Chile - Chiloé,2020,1,29
PRESENT,Pudu puda,Chile,Chile - Los Ríos,2014,9,14
PRESENT,Pudu puda,Chile,Chile - Puyehue NP,2013,11,4
PRESENT,Pudu puda,Unknown,Unknown,2015,8,13
PRESENT,Fratercula arctica,Sweden,Smögen,1997,11,20
PRESENT,Fratercula arctica,United States of America,Barnegat Light,2009,2,14
PRESENT,Fratercula arctica,Canada,A0M 1G0 Grand Bruit,2007,2,19
PRESENT,Fratercula arctica,Denmark,Denmark,1990,3,26
PRESENT,Fratercula arctica,United Kingdom of Great Britain and Northern Ireland,New Passage,2002,2,9
PRESENT,Fratercula arctica,United States of America,Barnegat Light,2009,2,14
PRESENT,Fratercula arctica,United States of America,Virginia Beach,2006,2,18
PRESENT,Fratercula arctica,Canada,A0M 1P0 Rose Blanche,2008,2,17
PRESENT,Fratercula arctica,Canada,A0M 1P0 Rose Blanche,2008,2,16
PRESENT,Fratercula arctica,France,France,2012,6,13
PRESENT,Fratercula arctica,France,France,2011,4,26
PRESENT,Fratercula arctica,France,France,2012,6,13
PRESENT,Fratercula arctica,France,France,2009,6,2
PRESENT,Fratercula arctica,Sweden,"Tjörn, Bleket",2003,1,16
PRESENT,Fratercula arctica,Sweden,"Göteborg, Fiskebäck",2003,1,16
PRESENT,Fratercula arctica,Sweden,"Sotenäs, Örn",2012,1,4
PRESENT,Fratercula arctica,Sweden,"Göteborg, Kallebäck",2018,9,29
PRESENT,Fratercula arctica,Sweden,"Varberg, Getteröns naturreservat Ö",1996,11,4
PRESENT,Fratercula arctica,France,France,2018,11,1
PRESENT,Fratercula arctica,Finland,Finland,2004,5,15
PRESENT,Fratercula cirrhata,United States of America,92037 La Jolla,2009,2,16
PRESENT,Fratercula cirrhata,United States of America,98312 Bremerton,2000,2,21
PRESENT,Fratercula cirrhata,United States of America,98368 Port Townsend,2008,2,17
PRESENT,Fratercula cirrhata,United States of America,USA:Alaska,1991,8,27
PRESENT,Fratercula cirrhata,Canada,Canada:British Columbia,0,0,0
PRESENT,Fratercula cirrhata,Russian Federation,"Russia:Magadanskaya Oblast, Magadan, Adian Bay between Umara Island and Oroholyndja River",1992,6,28
PRESENT,Fratercula cirrhata,Russian Federation,"Russia:Magadanskaya Oblast, Magadan, Adian Bay between Umara Island and Oroholyndja River",1992,6,28
PRESENT,Fratercula cirrhata,Japan,Japan,0,0,0
PRESENT,Fratercula cirrhata,United States of America,United States of America,0,0,0
PRESENT,Fratercula cirrhata,United States of America,United States of America,0,0,0
PRESENT,Fratercula cirrhata,United States of America,United States of America,0,0,0
PRESENT,Fratercula cirrhata,United States of America,United States of America,0,0,0
PRESENT,Fratercula cirrhata,United States of America,United States of America,0,0,0
PRESENT,Fratercula cirrhata,United States of America,Rialto Beach,1996,6,9
PRESENT,Fratercula cirrhata,United States of America,Bahia La Paz,1935,6,13
PRESENT,Fratercula cirrhata,United States of America,"Alaska, Chagulak Island",1992,7,23
PRESENT,Fratercula cirrhata,United States of America,"Alaska, Chagulak Island",1992,7,23
PRESENT,Fratercula cirrhata,"Died in captivity, Died in captivity","Died in captivity, Died in captivity",2012,9,9
PRESENT,Fratercula cirrhata,United States of America,United States of America,0,0,0
PRESENT,Fratercula cirrhata,?? Farrhal ??,?? Farrhal ??,0,0,0
PRESENT,Puma concolor,Africa,Africa,1899,12,30
PRESENT,Puma concolor,Paraguay,"Laguna Capitan, Chaco Central",2014,8,18
PRESENT,Puma concolor,Costa Rica,Costa Rica - Corcovado NP,2017,1,16
PRESENT,Puma concolor,Costa Rica,Costa Rica - Corcovado NP,2010,3,10
PRESENT,Puma concolor,Canada,Glacier National Park of Canada|Beaver valley picnic,1999,4,19
PRESENT,Puma concolor,Ecuador,Ecuador - Pastaza,2018,3,15
PRESENT,Puma concolor,Costa Rica,Costa Rica - Barva,2005,9,23
PRESENT,Puma concolor,Chile,Chile - Patagonia,2018,11,29
PRESENT,Puma concolor,Chile,Chile - Patagonia,2018,11,28
PRESENT,Puma concolor,Chile,Chile - Torres del Paine NP,2011,12,5
PRESENT,Puma concolor,Paraguay,Paraguay,2006,7,14
PRESENT,Puma concolor,Chile,Chile - Torres del Paine NP,2019,9,23
PRESENT,Puma concolor,United States of America,United States - Grand Canyon NP (AZ),2011,1,20
PRESENT,Puma concolor,Germany,rheinböllen,2009,7,20
PRESENT,Puma concolor,Brazil,Brazil - Northern Pantanal,2015,11,30
PRESENT,Puma concolor,Brazil,"Fazenda Xaraes, Pantanal",2015,8,15
PRESENT,Puma concolor,Brazil,"Barra Mansa, Pantanal do Rio Negro",2016,9,9
PRESENT,Puma concolor,Chile,Chile - Patagonia,2020,3,12
PRESENT,Puma concolor,Chile,Parque Nacional Torres del Peine,2019,1,23
PRESENT,Puma concolor,Chile,Parque Nacional Torres del Peine,2019,1,24
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Philippines,NA,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Indonesia,Sumatra,0,0,0
PRESENT,Python reticulatus,Indonesia,Sumatra,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Philippines,11.5 km upstream on river near San Agustin,0,0,0
PRESENT,Python reticulatus,Zambia,Zambia,0,0,0
PRESENT,Python reticulatus,Australia,"Darwin, N.Territory. Australia",1967,8,1
PRESENT,Python reticulatus,Malaysia,Malaysia,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Indonesia,Sumatra,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Python reticulatus,Unknown,Unknown,0,0,0
PRESENT,Dasyurus maculatus,Australia,Australia - Southwest NP (TAS),2011,1,30
PRESENT,Dasyurus maculatus,Australia,Australia - Tasmania,2015,12,5
PRESENT,Dasyurus maculatus,Australia,Australia - Southwest NP (TAS),2011,1,31
PRESENT,Dasyurus maculatus,Australia,Australia - Tasmania,2016,9,9
PRESENT,Dasyurus maculatus,Australia,Australia,0,0,0
PRESENT,Dasyurus maculatus,Australia,Australia,0,0,0
PRESENT,Dasyurus maculatus,Australia,Australia,0,0,0
PRESENT,Dasyurus maculatus,Australia,Australia,0,0,0
PRESENT,Dasyurus maculatus,Australia,Australia,0,0,0
PRESENT,Dasyurus maculatus,Unknown,Unknown,0,0,0
PRESENT,Dasyurus maculatus,Unknown,Unknown,0,0,0
PRESENT,Dasyurus maculatus,Australia,Australia,1963,1,28
PRESENT,Dasyurus maculatus,Australia,Australia,0,0,0
PRESENT,Dasyurus maculatus,Unknown,Unknown,0,0,0
PRESENT,Dasyurus maculatus,Unknown,Unknown,0,0,0
PRESENT,Dasyurus maculatus,Australia,"Located in the NE coastal region of Queensland, 6300 sq km of rainforest.",0,0,0
PRESENT,Dasyurus maculatus,Australia,Tasmania,0,0,0
PRESENT,Dasyurus maculatus,Australia,Tasmania,0,0,0
PRESENT,Dasyurus maculatus,Australia,Tasmania,0,0,0
PRESENT,Dasyurus maculatus,Australia,Tasmania,0,0,0
PRESENT,Gallirallus owstoni,Namibia,NA,0,0,0
PRESENT,Gallirallus owstoni,Guam,Guam; ANDERSEN SOUTH,1978,6,30
PRESENT,Gallirallus owstoni,Guam,Guam; ANDERSEN SOUTH,1978,6,30
PRESENT,Gallirallus owstoni,Namibia,NA,0,0,0
PRESENT,Gallirallus owstoni,Namibia,NA,0,0,0
PRESENT,Gallirallus owstoni,Guam,Andersen South,1978,8,6
PRESENT,Gallirallus owstoni,Unknown,Unknown,0,0,0
PRESENT,Gallirallus owstoni,Captive: Philadelphia Zoo,Captive: Philadelphia Zoo,0,0,0
PRESENT,Gallirallus owstoni,Nigeria,Badagry Creek,2018,2,10
PRESENT,Gallirallus owstoni,Guam,Guam; ANDERSEN SOUTH,1978,6,30
PRESENT,Gallirallus owstoni,Captive: Philadelphia Zoo,Captive: Philadelphia Zoo,0,0,0
PRESENT,Gallirallus owstoni,Guam,Guam; ANDERSEN SOUTH,1978,6,30
PRESENT,Gallirallus owstoni,Guam,Guam; Yigo,1978,6,30
PRESENT,Gallirallus owstoni,Guam,Guam; ANDERSEN SOUTH,1978,6,30
PRESENT,Gallirallus owstoni,United States of America,United States of America,1970,4,29
PRESENT,Gallirallus owstoni,Guam,Guam; ANDERSEN SOUTH,1978,6,30
PRESENT,Gallirallus owstoni,Guam,ANDERSEN SOUTH,1978,8,6
PRESENT,Gallirallus owstoni,Guam,Guam; ANDERSEN SOUTH,1978,6,30
PRESENT,Gallirallus owstoni,United States of America,United States of America,1970,4,30
PRESENT,Gallirallus owstoni,Unknown,Unknown,0,0,0
PRESENT,Sistrurus catenatus,United States of America,NA,0,0,0
PRESENT,Sistrurus catenatus,United States of America,Cedar Bog,0,0,0
PRESENT,Sistrurus catenatus,United States of America,Cedar Bog,0,0,0
PRESENT,Sistrurus catenatus,United States of America,Spring Valley Township,0,0,0
PRESENT,Sistrurus catenatus,Unknown,Unknown,0,0,0
PRESENT,Sistrurus catenatus,United States of America,Cedar Bog,0,0,0
PRESENT,Sistrurus catenatus,United States of America,Estados Unidos,0,0,0
PRESENT,Sistrurus catenatus,United States of America,Estados Unidos,0,0,0
PRESENT,Sistrurus catenatus,Canada,"Parry Sound, Burton Township: Ardbeg",0,0,0
PRESENT,Sistrurus catenatus,United States of America,"5mi NW Bernardino, Hwy I-80, desert grasslands",1979,7,9
PRESENT,Sistrurus catenatus,Canada,Toronto - Royal Ontario Museum,1958,9,6
PRESENT,Sistrurus catenatus,Canada,"Canada:Ontario, Parry Sound, Burton Township, Ardbeg",0,0,0
PRESENT,Sistrurus catenatus,Canada,"Canada:Ontario, Parry Sound, Burton Township, Ardbeg",0,0,0
PRESENT,Sistrurus catenatus,Unknown,Unknown,0,0,0
PRESENT,Sistrurus catenatus,Unknown,Unknown,0,0,0
PRESENT,Sistrurus catenatus,Unknown,Unknown,0,0,0
PRESENT,Sistrurus catenatus,Unknown,Unknown,0,0,0
PRESENT,Sistrurus catenatus,Canada,"Canada:Ontario, Bruce, St. Edmunds Township, Bruce Peninsula National Park, Dyers Bay Road",1991,7,15
PRESENT,Sistrurus catenatus,Canada,"Canada:Ontario, Bruce, St. Edmunds Township, Bruce Peninsula National Park, Dyers Bay Road",1993,9,12
PRESENT,Sistrurus catenatus,Canada,Canada,0,0,0
PRESENT,Crotalus polystictus,Mexico,"Guanajuata, central Mexico",0,0,0
PRESENT,Crotalus polystictus,No Data,No Data,0,0,0
PRESENT,Crotalus polystictus,No Data,No Data,0,0,0
PRESENT,Crotalus polystictus,Mexico,"Canales de Cuemenco, opposite Marinos Base",1987,8,22
PRESENT,Crotalus polystictus,Oklahoma City Zoological Park,Oklahoma City Zoological Park,2015,11,27
PRESENT,Crotalus polystictus,Oklahoma City Zoological Park,Oklahoma City Zoological Park,2013,12,18
PRESENT,Crotalus polystictus,Oklahoma City Zoo,Oklahoma City Zoo,2015,11,27
PRESENT,Crotalus polystictus,Oklahoma City Zoo,Oklahoma City Zoo,2013,12,18
PRESENT,Crotalus polystictus,Mexico,Cuernavaca,0,0,0
PRESENT,Crotalus polystictus,Mexico,Sans localité précise,0,0,0
PRESENT,Crotalus polystictus,Mexico,Sans localité précise,0,0,0
PRESENT,Crotalus polystictus,Mexico,Huejotitan,0,0,0
PRESENT,Crotalus polystictus,Mexico,Guanajuato,1883,5,12
PRESENT,Crotalus polystictus,Mexico,Sans localité précise,0,0,0
PRESENT,Crotalus polystictus,Mexico,Custla,1869,12,17
PRESENT,Crotalus polystictus,Mexico,Huejotitan,0,0,0
PRESENT,Crotalus polystictus,Mexico,Huejotitan,0,0,0
PRESENT,Crotalus polystictus,Mexico,Huejotitan,0,0,0
PRESENT,Crotalus polystictus,Mexico,Guanajuato,1888,12,14
PRESENT,Crotalus polystictus,Mexico,Huejotitan,0,0,0
PRESENT,Rhea americana,Unknown,Unknown,0,0,0
PRESENT,Rhea americana,Unknown,Unknown,0,0,0
PRESENT,Rhea americana,Unknown,Unknown,0,0,0
PRESENT,Rhea americana,Unknown,Unknown,1955,0,0
PRESENT,Rhea americana,Unknown,Unknown,0,0,0
PRESENT,Rhea americana,Unknown,Unknown,0,0,0
PRESENT,Rhea americana,Unknown,Unknown,0,0,0
PRESENT,Rhea americana,Unknown,Unknown,1943,10,0
PRESENT,Rhea americana,Unknown,Unknown,1943,6,27
PRESENT,Rhea americana,Unknown,Unknown,1937,12,4
PRESENT,Rhea americana,Brazil,Brazil - Bahia,2012,8,29
PRESENT,Rhea americana,Unknown,Unknown,0,0,0
PRESENT,Rhea americana,Brazil,Brazil - Serra da Canastra NP,2019,10,24
PRESENT,Rhea americana,Paraguay,Paraguay,2013,5,1
PRESENT,Rhea americana,Paraguay,Paraguay - Laguna Blanca,2013,4,11
PRESENT,Rhea americana,Unknown,Unknown,0,0,0
PRESENT,Rhea americana,Argentina,Argentina,0,0,0
PRESENT,Rhea americana,Paraguay,Paraguay,2013,5,16
PRESENT,Rhea americana,Unknown,Unknown,0,0,0
PRESENT,Rhea americana,Paraguay,Paraguay - Laguna Blanca,2013,4,26
PRESENT,Diceros bicornis,Tallinn Zoo,Tallinn Zoo,2010,1,19
PRESENT,Diceros bicornis,Kenya,Kenya,2009,9,10
PRESENT,Diceros bicornis,Kenya,Kenya,2010,5,9
PRESENT,Diceros bicornis,Kenya,Kenya,2015,8,15
PRESENT,Diceros bicornis,Kenya,Kenya,2013,10,28
PRESENT,Diceros bicornis,Kenya,Kenya,2013,8,5
PRESENT,Diceros bicornis,Kenya,Kenya,2018,7,19
PRESENT,Diceros bicornis,Kenya,Kenya,2015,8,28
PRESENT,Diceros bicornis,Kenya,Kenya,2011,6,22
PRESENT,Diceros bicornis,Kenya,Kenya,2020,5,31
PRESENT,Diceros bicornis,Kenya,Kenya,2019,4,24
PRESENT,Diceros bicornis,Kenya,Kenya,2011,6,20
PRESENT,Diceros bicornis,Kenya,Kenya,2014,1,17
PRESENT,Diceros bicornis,Kenya,Kenya,2010,4,30
PRESENT,Diceros bicornis,Kenya,Kenya,2011,1,2
PRESENT,Diceros bicornis,Kenya,Kenya,2011,1,3
PRESENT,Diceros bicornis,"Tanzania, United Republic of","Tanzania, United Republic of",2015,2,16
PRESENT,Diceros bicornis,"Tanzania, United Republic of","Tanzania, United Republic of",1990,7,1
PRESENT,Diceros bicornis,Kenya,Kenya,2009,7,10
PRESENT,Rhinoceros unicornis,Nepal,Chitwan Nationalpark,2017,12,29
PRESENT,Rhinoceros unicornis,India,Kaziranga Nationalpark,2015,2,15
PRESENT,Rhinoceros unicornis,Nepal,Chitwan NP,2009,3,3
PRESENT,Rhinoceros unicornis,India,Kaziranga Nationalpark,2019,1,26
PRESENT,Rhinoceros unicornis,Nepal,Chitwan Nationalpark,2017,12,28
PRESENT,Rhinoceros unicornis,Nepal,Chitwan Nationalpark,2017,12,29
PRESENT,Rhinoceros unicornis,Nepal,Chitwan N.P. zwischen Jungle Lodge & Tiger Tops und Umgebung,2009,3,3
PRESENT,Rhinoceros unicornis,Nepal,Chitwan Nationalpark,2014,11,2
PRESENT,Rhinoceros unicornis,India,UTM50_43R_0750_3000,2007,3,18
PRESENT,Rhinoceros unicornis,Nepal,Chitwan NP,1996,12,7
PRESENT,Rhinoceros unicornis,Nepal,Chitwan Nationalpark,2017,12,28
PRESENT,Rhinoceros unicornis,Nepal,Chitwan Nationalpark,2018,1,1
PRESENT,Rhinoceros unicornis,India,Kaziranga Nationalpark,2015,2,17
PRESENT,Rhinoceros unicornis,Nepal,Chitwan NP,2013,2,19
PRESENT,Rhinoceros unicornis,Nepal,Chitwan NP,2009,3,2
PRESENT,Rhinoceros unicornis,India,Kaziranga Nationalpark,2015,2,18
PRESENT,Rhinoceros unicornis,Nepal,Chitwan Nationalpark,2018,1,1
PRESENT,Rhinoceros unicornis,Nepal,Chitwan Nationalpark,2017,12,31
PRESENT,Rhinoceros unicornis,Nepal,Chitwan Nationalpark,2017,12,30
PRESENT,Hephthocara simum,Bay of Bengal,Bay of Bengal,0,0,0
PRESENT,Pseudostenapion simum,Netherlands,Valkenb.,0,0,0
PRESENT,Pseudostenapion simum,Netherlands,Valkenb.,0,0,0
PRESENT,Ceratotherium simum,Unknown,Unknown,0,0,0
PRESENT,Thrixspermum simum,Indonesia,Archipel. Ind. Sumatra Palembang G. Dempoe,1916,8,17
PRESENT,Pseudostenapion simum,Poland,Złożeniec,2004,5,26
PRESENT,Pseudostenapion simum,Poland,Sierbowice,2004,5,26
PRESENT,Pseudostenapion simum,Germany,Germany,0,0,0
PRESENT,Ceratotherium simum,Unknown,Unknown,0,0,0
PRESENT,Ceratotherium simum,Unknown,Unknown,0,0,0
PRESENT,Ceratotherium simum,Unknown,Unknown,0,0,0
PRESENT,Pseudostenapion simum,Poland,Ochotnica Górna-Jaszcze,2004,8,2
PRESENT,Ceratotherium simum,Zoo,Zoo,0,0,0
PRESENT,Pseudostenapion simum,Unknown,Unknown,0,0,0
PRESENT,Ceratotherium simum,Zoo,Zoo,1971,5,23
PRESENT,Pseudostenapion simum,Ukraine,Hambal Mt. Range,2012,5,10
PRESENT,Pseudostenapion simum,Netherlands,Netherlands,0,0,0
PRESENT,Ceratotherium simum,Unknown,Unknown,1997,1,4
PRESENT,Pseudostenapion simum,Netherlands,Houthem,0,0,0
PRESENT,Pseudostenapion simum,Slovakia,"Tatry Zachodnie, Kycera",1988,9,26
PRESENT,Bassariscus astutus,United States of America,United States - Santa Cruz (AZ),2019,7,27
PRESENT,Bassariscus astutus,Mexico,Mexico,0,0,0
PRESENT,Bassariscus astutus,United States of America,United States - Santa Cruz (AZ),2019,11,17
PRESENT,Bassariscus astutus,United States of America,United States - Coronado National Forest (AZ),2016,1,4
PRESENT,Bassariscus astutus,unknown,unknown,1900,1,1
PRESENT,Bassariscus astutus,Mexico,Mexico,0,0,0
PRESENT,Bassariscus astutus,Mexico,Mexico,0,0,0
PRESENT,Bassariscus astutus,Unknown,Unknown,0,0,0
PRESENT,Bassariscus astutus,Mexico,Mexico,0,0,0
PRESENT,Bassariscus astutus,Mexico,Mexico,0,0,0
PRESENT,Bassariscus astutus,United States of America,"Hwy 1 @ Limekiln State Park, 54 mi S of Carmel",2001,1,1
PRESENT,Bassariscus astutus,Mexico,5 Km N Atlzayanca,1979,7,1
PRESENT,Bassariscus astutus,Mexico,"El Lindero, Carretera Perote-Jalapa",1985,12,13
PRESENT,Bassariscus astutus,United States of America,United States of America,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Guinea,"Route minière de Guinea Alumina Coorporation(GAC), au sur du plateau 31",2016,11,25
PRESENT,Coracias cyanogaster,Benin,Parc de la Pendjari,2014,0,0
PRESENT,Coracias cyanogaster,Guinea,Concession minièré de Guinée alumina Corporation(Kérémara) à sangaredi,2015,1,15
PRESENT,Coracias cyanogaster,Senegal,Senegal,0,0,0
PRESENT,Coracias cyanogaster,Senegal,Senegal,0,0,0
PRESENT,Coracias cyanogaster,Indonesia,Indonesia,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Unknown,Unknown,0,0,0
PRESENT,Coracias cyanogaster,Gambia,Gambia,2015,12,21
PRESENT,Coracias cyanogaster,Benin,"Cotonou, Fetischmarkt",2011,4,25
PRESENT,Coracias cyanogaster,Mali,"Bamako, Fetischmarkt",2007,4,28
PRESENT,Pithecia pithecia,Unknown,Unknown,0,0,0
PRESENT,Pithecia pithecia,Unknown,Unknown,0,0,0
PRESENT,Pithecia pithecia,Unknown,Unknown,0,0,0
PRESENT,Pithecia pithecia,Unknown,Unknown,0,0,0
